customer_number,first_name,last_name,email,country,city,zip_code,birth_date,created_at
CUST000247,Fatima,Takam,cust000247@exemple.cm,Cameroon,Bamenda,00237,1968-03-12,2023-11-08
CUST000248,Sophie,Biloa,cust000248@exemple.cm,Cameroon,Bafoussam,00237,2000-05-04,2024-06-08
CUST000249,Esther,Edimo,cust000249@exemple.cm,Cameroon,Kumba,00237,2001-01-23,2021-02-09
CUST000250,Samuel,Takam,cust000250@exemple.cm,Cameroon,Bamenda,00237,1975-02-01,2023-08-19
CUST000251,Marie,Ngono,cust000251@exemple.cm,Cameroon,Buea,00237,2002-01-30,2020-10-18
CUST000252,Didier,Essomba,cust000252@exemple.cm,Cameroon,Ebolowa,00237,2000-07-22,2021-09-21
CUST000253,Marie,Talla,cust000253@exemple.cm,Cameroon,Limbe,00237,1977-12-12,2022-06-18
CUST000254,Esther,Mbarga,cust000254@exemple.cm,Cameroon,Kumba,00237,1978-08-23,2023-12-04
CUST000255,Franck,Edimo,cust000255@exemple.cm,Cameroon,Ebolowa,00237,1989-03-23,2022-10-08
CUST000256,Esther,Essomba,cust000256@exemple.cm,Cameroon,Ngaoundéré,00237,1966-10-16,2024-12-26
CUST000257,Amadou,Edimo,cust000257@exemple.cm,Cameroon,Garoua,00237,1992-01-31,2021-05-27
CUST000258,Luc,Biloa,cust000258@exemple.cm,Cameroon,Ebolowa,00237,1995-04-01,2024-09-08
CUST000259,Sophie,Njoya,cust000259@exemple.cm,Cameroon,Bamenda,00237,1965-12-06,2024-04-15
CUST000260,Awa,Kengne,cust000260@exemple.cm,Cameroon,Buea,00237,1990-11-07,2020-03-23
CUST000261,Sophie,Talla,cust000261@exemple.cm,Cameroon,Bamenda,00237,1986-02-08,2022-11-28
CUST000262,Esther,Nguesso,cust000262@exemple.cm,Cameroon,Maroua,00237,1973-02-21,2023-04-13
CUST000263,Joseph,Nana,cust000263@exemple.cm,Cameroon,Ngaoundéré,00237,1969-02-03,2022-08-20
CUST000264,Marie,Njoya,cust000264@exemple.cm,Cameroon,Buea,00237,1979-05-28,2023-10-04
CUST000265,Kevin,Talla,cust000265@exemple.cm,Cameroon,Bamenda,00237,1979-10-18,2022-04-23
CUST000266,Luc,Kengne,cust000266@exemple.cm,Cameroon,Kumba,00237,1994-09-21,2022-03-31
CUST000267,Marie,Kamga,cust000267@exemple.cm,Cameroon,Bamenda,00237,1966-08-25,2022-07-20
CUST000268,Awa,Nana,cust000268@exemple.cm,Cameroon,Kumba,00237,1979-07-03,2020-08-25
CUST000269,Sophie,Njoya,cust000269@exemple.cm,Cameroon,Kumba,00237,2002-01-02,2020-01-03
CUST000270,Amadou,Adamou,cust000270@exemple.cm,Cameroon,Kumba,00237,1985-09-22,2022-04-26
CUST000271,Awa,Talla,cust000271@exemple.cm,Cameroon,Bafoussam,00237,1981-03-25,2023-06-29
CUST000272,Amadou,Adamou,cust000272@exemple.cm,Cameroon,Bamenda,00237,1984-10-30,2024-04-05
CUST000273,Grace,Mbarga,cust000273@exemple.cm,Cameroon,Maroua,00237,1989-08-21,2020-09-25
CUST000274,Franck,Edimo,cust000274@exemple.cm,Cameroon,Douala,00237,2004-07-06,2023-12-01
CUST000275,Awa,Adamou,cust000275@exemple.cm,Cameroon,Limbe,00237,1993-04-06,2023-05-31
CUST000276,Clarisse,Ngono,cust000276@exemple.cm,Cameroon,Kumba,00237,1972-02-08,2021-09-28
CUST000277,Fatima,Njoya,cust000277@exemple.cm,Cameroon,Yaoundé,00237,1983-04-21,2020-07-09
CUST000278,Sophie,Njoya,cust000278@exemple.cm,Cameroon,Buea,00237,1985-09-13,2020-08-28
CUST000279,Pauline,Mballa,cust000279@exemple.cm,Cameroon,Limbe,00237,1987-05-11,2024-01-07
CUST000280,Luc,Talla,cust000280@exemple.cm,Cameroon,Maroua,00237,1977-04-07,2022-04-30
CUST000281,Clarisse,Tchatchou,cust000281@exemple.cm,Cameroon,Bertoua,00237,1975-12-08,2022-07-24
CUST000282,Clarisse,Essomba,cust000282@exemple.cm,Cameroon,Buea,00237,1973-07-20,2023-05-12
CUST000283,Pauline,Kengne,cust000283@exemple.cm,Cameroon,Bertoua,00237,2003-10-05,2020-05-22
CUST000284,Clarisse,Mbarga,cust000284@exemple.cm,Cameroon,Douala,00237,1980-03-31,2024-06-01
CUST000285,Pauline,Njoya,cust000285@exemple.cm,Cameroon,Ebolowa,00237,1977-09-09,2024-01-26
CUST000286,Franck,Njoya,cust000286@exemple.cm,Cameroon,Buea,00237,1991-01-06,2023-09-13
CUST000287,Franck,Kamga,cust000287@exemple.cm,Cameroon,Ngaoundéré,00237,1985-01-12,2023-01-08
CUST000288,Clarisse,Nana,cust000288@exemple.cm,Cameroon,Maroua,00237,1989-10-04,2024-04-11
CUST000289,Fatima,Essomba,cust000289@exemple.cm,Cameroon,Garoua,00237,1979-06-09,2024-11-15
CUST000290,Fatima,Njoya,cust000290@exemple.cm,Cameroon,Bertoua,00237,1990-08-26,2022-02-23
CUST000291,Kevin,Talla,cust000291@exemple.cm,Cameroon,Limbe,00237,1966-12-17,2021-10-13
CUST000292,Esther,Nguesso,cust000292@exemple.cm,Cameroon,Bafoussam,00237,2001-05-26,2022-02-19
CUST000293,Amadou,Tchatchou,cust000293@exemple.cm,Cameroon,Kumba,00237,1971-10-29,2022-10-11
CUST000294,Luc,Edimo,cust000294@exemple.cm,Cameroon,Maroua,00237,1991-06-23,2021-11-10
CUST000295,Grace,Talla,cust000295@exemple.cm,Cameroon,Douala,00237,1969-06-22,2022-12-13
CUST000296,Esther,Njoya,cust000296@exemple.cm,Cameroon,Bafoussam,00237,1997-05-29,2020-10-22
CUST000297,Franck,Kengne,cust000297@exemple.cm,Cameroon,Bamenda,00237,1971-12-05,2020-06-02
CUST000298,Kevin,Nana,cust000298@exemple.cm,Cameroon,Bafoussam,00237,1980-03-09,2023-06-30
CUST000299,Joseph,Njoya,cust000299@exemple.cm,Cameroon,Bafoussam,00237,1968-08-08,2024-10-10
CUST000300,Esther,Kamga,cust000300@exemple.cm,Cameroon,Bafoussam,00237,2003-07-20,2022-12-28
